CustomerID,Age,Gender,TenureMonths,Contract,InternetService,PaperlessBilling,MonthlyCharges,TotalCharges,SupportCalls,SatisfactionScore,Churn
CUST-70934,55,Male,36,One year,DSL,No,42.5,1513.71,3,6.1,Yes
CUST-70935,21,Female,38,Month-to-month,DSL,No,33.93,1339.17,3,8.0,No
CUST-70936,32,Female,6,One year,Fiber optic,Yes,69.43,405.82,4,5.7,Yes
CUST-70937,24,Female,2,Month-to-month,Fiber optic,Yes,64.34,128.84,5,5.4,Yes
CUST-70938,23,Female,40,Month-to-month,Fiber optic,Yes,64.77,2453.02,4,7.9,No
CUST-70939,47,Male,8,Month-to-month,DSL,No,30.61,237.14,0,10.0,No
CUST-70940,42,Male,11,One year,Fiber optic,Yes,62.04,,1,8.1,Yes
CUST-70941,38,Male,35,One year,Fiber optic,No,73.34,2561.96,5,4.1,No
CUST-70942,45,Male,34,Month-to-month,No service,Yes,32.95,1059.25,0,6.2,No
CUST-70943,36,Female,15,Month-to-month,Fiber optic,No,69.5,984.14,3,7.0,Yes
CUST-70944,32,Male,4,Month-to-month,No service,No,26.48,101.37,0,8.9,Yes
CUST-70945,35,Female,4,Month-to-month,DSL,Yes,37.56,153.34,0,8.6,Yes
CUST-70946,38,Male,13,Month-to-month,DSL,Yes,35.23,440.21,1,6.9,Yes
CUST-70947,41,Male,28,Month-to-month,Fiber optic,Yes,63.19,1694.06,0,8.6,No
CUST-70948,48,Female,21,Month-to-month,DSL,Yes,44.4,959.41,4,6.0,Yes
CUST-70949,31,Female,23,One year,DSL,Yes,41.47,939.93,1,,No
CUST-70950,37,Female,15,Month-to-month,Fiber optic,Yes,79.6,1159.53,0,8.2,Yes
CUST-70951,33,Male,10,One year,DSL,No,58.86,610.96,0,9.5,No
CUST-70952,32,Male,29,One year,DSL,No,43.56,1237.44,1,8.4,No
CUST-70953,52,Female,13,Month-to-month,No service,Yes,18.0,240.63,1,10.0,Yes
CUST-70954,31,Male,62,Two year,Fiber optic,No,82.14,5077.06,4,7.3,No
CUST-70955,39,Female,3,Month-to-month,No service,No,18.0,54.68,2,10.0,Yes
CUST-70956,27,Female,28,Month-to-month,No service,Yes,20.04,529.25,1,,Yes
CUST-70957,51,Female,27,Month-to-month,Fiber optic,Yes,67.1,1716.76,0,9.6,Yes
CUST-70958,56,Male,7,Month-to-month,Fiber optic,Yes,72.68,484.34,1,10.0,Yes
CUST-70959,43,Female,47,Two year,DSL,No,46.34,2113.73,2,9.8,No
CUST-70960,68,Male,36,One year,Fiber optic,No,81.09,2938.99,4,7.5,No
CUST-70961,18,Male,11,Month-to-month,Fiber optic,Yes,68.59,767.13,2,7.1,Yes
CUST-70962,31,Male,9,Month-to-month,Fiber optic,No,74.65,695.75,2,7.1,Yes
CUST-70963,50,Female,10,Two year,DSL,Yes,35.72,368.27,2,6.2,No
CUST-70964,19,Female,8,Month-to-month,Fiber optic,No,59.57,486.68,2,8.2,Yes
CUST-70965,39,Male,14,Two year,Fiber optic,Yes,75.97,1004.98,2,8.1,No
CUST-70966,42,Female,17,One year,DSL,Yes,31.84,553.15,1,7.1,Yes
CUST-70967,38,Male,11,Month-to-month,DSL,Yes,44.51,483.75,0,10.0,Yes
CUST-70968,40,Female,24,Two year,No service,Yes,34.78,801.15,2,10.0,No
CUST-70969,53,Male,16,Two year,Fiber optic,Yes,80.43,1232.59,4,7.1,No
CUST-70970,56,Female,18,Month-to-month,Fiber optic,No,63.65,1197.59,1,7.4,Yes
CUST-70971,21,Male,20,Month-to-month,Fiber optic,Yes,74.94,1527.94,5,6.3,Yes
CUST-70972,22,Female,15,Month-to-month,DSL,No,42.25,647.57,0,8.0,Yes
CUST-70973,47,Male,14,Month-to-month,No service,No,18.25,240.74,1,8.7,Yes
CUST-70974,25,Female,18,Month-to-month,DSL,Yes,32.87,564.52,0,10.0,No
CUST-70975,68,Male,27,One year,DSL,Yes,33.58,939.5,2,8.7,Yes
CUST-70976,40,Male,9,Month-to-month,DSL,Yes,43.34,395.28,1,7.8,No
CUST-70977,44,Female,28,Two year,DSL,Yes,50.22,1355.69,5,6.8,No
CUST-70978,39,Male,4,Month-to-month,Fiber optic,No,66.15,260.59,3,6.2,Yes
CUST-70979,36,Female,10,Month-to-month,Fiber optic,No,80.59,761.76,1,7.7,Yes
CUST-70980,31,Male,3,Month-to-month,Fiber optic,No,60.11,184.25,3,7.4,No
CUST-70981,65,Female,9,Month-to-month,Fiber optic,Yes,63.79,546.2,6,4.5,Yes
CUST-70982,46,Male,3,Month-to-month,Fiber optic,No,76.58,217.37,2,8.3,Yes
CUST-70983,18,Female,18,Two year,DSL,No,48.25,906.3,1,8.4,No
CUST-70984,32,Male,11,One year,No service,Yes,18.0,192.26,2,5.4,No
CUST-70985,48,Female,39,Two year,DSL,Yes,44.69,1650.02,1,7.8,Yes
CUST-70986,47,Female,9,Month-to-month,No service,No,30.06,265.22,1,8.2,Yes
CUST-70987,58,Male,9,Two year,Fiber optic,Yes,78.19,710.51,1,8.4,Yes
CUST-70988,45,Male,1,Month-to-month,DSL,Yes,44.04,43.42,0,9.7,Yes
CUST-70989,37,Male,8,One year,Fiber optic,Yes,69.01,574.4,1,9.0,Yes
CUST-70990,39,Male,7,One year,Fiber optic,Yes,75.53,498.96,5,5.1,Yes
CUST-70991,45,Female,25,Two year,DSL,Yes,46.52,1176.23,1,10.0,Yes
CUST-70992,49,Male,10,Two year,Fiber optic,Yes,66.71,637.23,2,7.5,No
CUST-70993,32,Male,39,One year,No service,Yes,18.0,695.63,1,9.0,No
CUST-70994,36,Female,21,Month-to-month,No service,Yes,18.14,383.14,1,7.1,No
CUST-70995,49,Male,51,Month-to-month,Fiber optic,Yes,61.69,3111.15,1,7.0,No
CUST-70996,43,Male,8,One year,Fiber optic,No,67.72,561.25,5,6.4,No
CUST-70997,40,Female,7,Month-to-month,DSL,Yes,36.39,,1,9.1,Yes
CUST-70998,53,Male,24,Month-to-month,Fiber optic,No,62.02,1551.37,1,8.2,No
CUST-70999,31,Male,6,Month-to-month,Fiber optic,Yes,51.15,301.06,2,7.8,Yes
CUST-71000,49,Female,13,Month-to-month,DSL,Yes,39.17,483.02,2,9.0,Yes
CUST-71001,58,Female,24,Month-to-month,No service,No,18.94,448.79,1,7.7,No
CUST-71002,41,Male,22,Month-to-month,No service,No,18.0,381.68,1,6.0,Yes
CUST-71003,40,Male,10,Month-to-month,DSL,No,44.5,463.05,0,10.0,No
CUST-71004,26,Male,22,Two year,No service,No,26.13,577.25,3,5.3,No
CUST-71005,36,Female,11,Month-to-month,DSL,No,54.67,573.65,0,9.3,Yes
CUST-71006,32,Female,30,Month-to-month,DSL,Yes,49.33,1550.29,0,10.0,No
CUST-71007,55,Male,3,One year,Fiber optic,No,70.5,219.73,2,,Yes
CUST-71008,37,Male,15,Month-to-month,Fiber optic,No,71.04,1038.39,2,8.2,Yes
CUST-71009,37,Female,15,One year,DSL,Yes,37.96,589.2,3,4.2,Yes
CUST-71010,56,Female,11,Month-to-month,DSL,Yes,43.88,472.86,0,8.1,Yes
CUST-71011,40,Female,34,Month-to-month,Fiber optic,Yes,61.14,2201.03,1,7.8,No
CUST-71012,49,Female,14,One year,No service,No,35.42,502.03,0,10.0,No
CUST-71013,36,Male,27,Two year,Fiber optic,Yes,68.24,1776.02,2,8.7,No
CUST-71014,46,Male,28,Month-to-month,No service,No,24.07,680.35,2,8.1,Yes
CUST-71015,39,Male,8,Month-to-month,Fiber optic,Yes,64.97,537.54,2,7.3,Yes
CUST-71016,59,Female,20,One year,DSL,Yes,41.18,858.72,1,8.0,No
CUST-71017,44,Male,23,Two year,Fiber optic,Yes,61.97,1424.85,1,6.9,No
CUST-71018,21,Female,14,One year,Fiber optic,Yes,58.07,,0,5.7,No
CUST-71019,34,Female,8,Month-to-month,DSL,No,54.33,460.71,2,7.6,Yes
CUST-71020,23,Male,3,Month-to-month,No service,Yes,18.0,54.87,5,4.8,Yes
CUST-71021,49,Female,7,Month-to-month,No service,Yes,18.0,119.79,0,10.0,Yes
CUST-71022,52,Female,28,Month-to-month,DSL,Yes,35.97,972.69,3,7.3,Yes
CUST-71023,45,Female,31,Month-to-month,Fiber optic,Yes,66.0,2079.43,3,7.7,Yes
CUST-71024,34,Male,24,One year,No service,Yes,25.94,597.23,1,6.1,No
CUST-71025,25,Female,14,Month-to-month,DSL,No,36.22,496.32,0,10.0,Yes
CUST-71026,40,Male,12,One year,Fiber optic,No,57.66,659.85,5,5.7,Yes
CUST-71027,32,Female,21,Two year,Fiber optic,No,71.57,1540.11,5,8.5,Yes
CUST-71028,54,Female,2,One year,No service,Yes,18.0,37.92,0,10.0,No
CUST-71029,36,Male,18,Two year,DSL,Yes,40.42,687.35,0,7.5,No
CUST-71030,47,Male,15,Month-to-month,Fiber optic,Yes,66.37,979.2,1,7.4,Yes
CUST-71031,34,Male,19,Two year,No service,No,20.47,368.69,4,4.2,No
CUST-71032,56,Female,20,Month-to-month,DSL,Yes,42.75,847.67,0,8.6,Yes
CUST-71033,27,Female,14,Month-to-month,No service,Yes,32.56,431.38,1,7.9,Yes
CUST-71034,36,Male,7,Month-to-month,DSL,Yes,37.74,276.62,3,6.3,Yes
CUST-71035,49,Male,13,Two year,DSL,Yes,44.77,549.17,1,,No
CUST-71036,64,Male,11,Two year,No service,No,18.0,206.58,2,9.0,No
CUST-71037,21,Male,11,Two year,Fiber optic,No,58.73,622.01,4,8.2,Yes
CUST-71038,23,Male,17,Month-to-month,DSL,No,51.08,897.62,3,7.2,Yes
CUST-71039,48,Male,1,Two year,Fiber optic,Yes,67.83,67.07,2,7.5,No
CUST-71040,63,Female,46,Month-to-month,DSL,No,29.39,1287.41,0,10.0,No
CUST-71041,53,Male,4,Month-to-month,Fiber optic,No,86.61,349.54,3,9.1,Yes
CUST-71042,51,Male,9,One year,Fiber optic,No,53.27,471.81,1,8.9,Yes
CUST-71043,26,Female,1,One year,DSL,No,40.07,38.85,2,,Yes
CUST-71044,45,Female,13,Month-to-month,DSL,No,41.61,519.71,5,4.5,Yes
CUST-71045,48,Female,9,Two year,Fiber optic,Yes,74.93,647.75,6,2.0,No
CUST-71046,44,Male,19,Month-to-month,DSL,Yes,29.76,574.34,1,8.9,Yes
CUST-71047,45,Female,10,Month-to-month,Fiber optic,Yes,54.25,511.41,2,8.4,Yes
CUST-71048,52,Female,32,Month-to-month,Fiber optic,Yes,68.13,2066.12,0,10.0,No
CUST-71049,18,Male,29,One year,Fiber optic,Yes,61.76,1787.2,2,6.6,No
CUST-71050,18,Female,32,Month-to-month,No service,Yes,21.3,705.94,2,8.2,No
CUST-71051,24,Male,6,Month-to-month,DSL,No,38.55,224.25,1,9.1,No
CUST-71052,42,Male,22,Month-to-month,No service,Yes,33.63,756.68,0,10.0,Yes
CUST-71053,36,Female,25,Month-to-month,DSL,Yes,54.98,1319.39,0,9.5,Yes
CUST-71054,22,Male,4,Two year,DSL,No,31.69,128.84,1,,No
CUST-71055,64,Male,27,Month-to-month,No service,No,23.84,646.3,4,6.6,No
CUST-71056,38,Male,26,Month-to-month,Fiber optic,Yes,59.34,1635.23,1,6.4,Yes
CUST-71057,44,Female,23,Month-to-month,Fiber optic,Yes,67.19,1576.26,1,,No
CUST-71058,54,Female,23,Month-to-month,DSL,Yes,47.64,1044.24,2,8.2,No
CUST-71059,71,Male,31,Month-to-month,DSL,Yes,42.7,1266.28,2,,No
CUST-71060,40,Female,9,Month-to-month,No service,Yes,30.08,264.16,0,7.9,Yes
CUST-71061,44,Male,45,Month-to-month,No service,Yes,25.89,1108.64,3,6.9,No
CUST-71062,24,Male,25,One year,Fiber optic,Yes,74.05,1908.2,3,8.3,No
CUST-71063,40,Male,10,Month-to-month,DSL,Yes,26.59,259.92,2,8.8,Yes
CUST-71064,23,Male,14,One year,Fiber optic,No,71.98,1038.96,3,3.4,Yes
CUST-71065,35,Male,20,Month-to-month,No service,Yes,19.24,371.92,0,7.8,Yes
CUST-71066,52,Female,10,One year,No service,No,23.8,249.99,3,10.0,Yes
CUST-71067,46,Male,5,One year,DSL,No,39.16,196.04,1,9.7,No
CUST-71068,54,Female,8,Month-to-month,DSL,Yes,46.49,394.13,2,8.3,Yes
CUST-71069,45,Male,26,Two year,DSL,No,49.56,1234.03,2,7.6,Yes
CUST-71070,57,Male,14,Month-to-month,No service,No,25.84,369.58,3,9.2,No
CUST-71071,27,Female,14,Month-to-month,No service,No,18.0,254.34,0,9.1,No
CUST-71072,58,Female,16,One year,DSL,No,52.67,855.95,1,7.1,No
CUST-71073,33,Female,2,Month-to-month,DSL,Yes,37.55,78.43,3,,Yes
CUST-71074,36,Male,19,Two year,Fiber optic,Yes,64.07,1221.65,2,8.6,No
CUST-71075,37,Male,2,One year,Fiber optic,Yes,65.26,131.18,2,6.6,Yes
CUST-71076,67,Female,9,Two year,Fiber optic,No,51.98,440.88,1,9.4,No
CUST-71077,30,Male,20,Month-to-month,Fiber optic,Yes,75.35,,2,10.0,No
CUST-71078,48,Female,36,Month-to-month,Fiber optic,Yes,72.01,2703.26,3,5.8,Yes
CUST-71079,47,Male,7,Month-to-month,Fiber optic,Yes,70.83,514.96,3,8.4,Yes
CUST-71080,42,Female,4,Two year,DSL,Yes,59.7,239.82,4,8.4,Yes
CUST-71081,30,Female,13,Two year,Fiber optic,No,77.78,960.33,1,,No
CUST-71082,25,Female,25,Month-to-month,No service,Yes,30.51,794.32,1,9.9,No
CUST-71083,25,Female,38,One year,No service,Yes,30.59,1156.68,3,10.0,No
CUST-71084,56,Female,5,One year,DSL,No,56.67,267.2,2,10.0,No
CUST-71085,30,Male,11,One year,DSL,Yes,45.93,514.21,1,7.1,No
CUST-71086,24,Male,2,Month-to-month,No service,Yes,18.0,38.01,1,8.6,Yes
CUST-71087,54,Female,18,Two year,Fiber optic,Yes,64.76,1194.62,3,7.2,No
CUST-71088,50,Male,36,One year,DSL,No,36.79,1356.43,1,7.7,No
CUST-71089,40,Female,16,One year,Fiber optic,No,73.34,1137.69,2,8.5,Yes
CUST-71090,34,Male,34,Two year,Fiber optic,Yes,58.15,1932.09,4,6.7,No
CUST-71091,18,Female,7,Month-to-month,DSL,Yes,34.85,230.61,3,,Yes
CUST-71092,30,Female,15,One year,DSL,Yes,42.51,635.46,1,9.2,No
CUST-71093,38,Male,5,One year,Fiber optic,Yes,69.21,362.65,4,,No
CUST-71094,26,Female,15,One year,No service,No,31.01,460.93,2,8.6,Yes
CUST-71095,26,Female,37,Two year,Fiber optic,No,45.61,1611.35,1,7.3,No
CUST-71096,70,Male,10,Two year,Fiber optic,Yes,54.39,514.9,2,7.4,No
CUST-71097,18,Male,3,One year,DSL,Yes,61.48,179.06,1,10.0,Yes
CUST-71098,45,Female,23,Two year,Fiber optic,Yes,69.51,1535.32,1,9.6,No
CUST-71099,30,Male,10,Two year,Fiber optic,No,63.86,611.77,0,10.0,No
CUST-71100,43,Female,31,Month-to-month,Fiber optic,Yes,61.39,1876.63,1,7.2,No
CUST-71101,24,Female,13,Month-to-month,No service,No,18.39,250.15,2,8.7,No
CUST-71102,57,Male,5,One year,DSL,No,39.18,194.86,2,7.4,Yes
CUST-71103,36,Male,7,Month-to-month,DSL,No,40.05,286.78,1,10.0,No
CUST-71104,65,Female,10,Month-to-month,DSL,Yes,40.28,388.68,2,8.5,Yes
CUST-71105,60,Female,8,One year,No service,No,21.18,179.11,2,,No
CUST-71106,28,Female,36,Month-to-month,Fiber optic,Yes,61.7,2327.01,1,9.5,Yes
CUST-71107,27,Female,14,Month-to-month,Fiber optic,No,75.73,,3,7.3,Yes
CUST-71108,22,Male,17,One year,No service,Yes,24.21,405.0,2,8.2,No
CUST-71109,27,Female,7,Month-to-month,DSL,No,48.78,325.99,1,10.0,No
CUST-71110,58,Male,9,One year,Fiber optic,No,60.11,526.05,1,9.3,No
CUST-71111,63,Female,22,Two year,DSL,Yes,43.02,974.07,2,6.2,No
CUST-71112,32,Male,17,One year,DSL,No,41.19,737.02,0,9.5,No
CUST-71113,56,Female,4,Month-to-month,DSL,No,48.53,192.35,0,9.4,Yes
CUST-71114,40,Female,29,Month-to-month,DSL,No,33.16,953.29,0,8.0,Yes
CUST-71115,37,Male,12,Month-to-month,DSL,Yes,20.02,251.02,0,,Yes
CUST-71116,39,Male,6,One year,Fiber optic,No,63.55,402.24,3,5.8,No
CUST-71117,52,Female,28,Month-to-month,DSL,No,39.23,1162.02,1,8.9,No
CUST-71118,18,Female,12,Two year,No service,Yes,18.0,221.68,3,8.8,Yes
CUST-71119,36,Female,30,Two year,No service,No,18.0,519.44,2,7.3,No
CUST-71120,32,Female,29,Two year,Fiber optic,No,71.59,2185.19,3,7.7,No
CUST-71121,52,Male,12,One year,No service,Yes,18.0,208.52,2,8.6,No
CUST-71122,51,Male,12,Month-to-month,DSL,Yes,51.98,596.09,3,5.9,Yes
CUST-71123,55,Male,19,Month-to-month,DSL,Yes,26.43,481.45,2,8.4,Yes
CUST-71124,50,Male,10,One year,DSL,No,40.97,390.6,1,,Yes
CUST-71125,46,Male,28,Two year,DSL,Yes,36.5,975.83,2,9.3,No
CUST-71126,29,Female,11,One year,Fiber optic,Yes,68.17,723.73,3,9.1,Yes
CUST-71127,45,Male,13,Month-to-month,DSL,No,53.18,730.39,1,7.6,Yes
CUST-71128,36,Male,13,Month-to-month,Fiber optic,Yes,63.58,831.25,0,9.3,Yes
CUST-71129,34,Female,3,Month-to-month,DSL,No,29.2,88.14,1,10.0,Yes
CUST-71130,18,Female,16,One year,Fiber optic,Yes,61.24,960.32,3,9.3,No
CUST-71131,56,Female,21,Month-to-month,DSL,Yes,43.21,874.94,3,5.5,No
CUST-71132,27,Female,4,Month-to-month,Fiber optic,No,56.35,224.44,4,6.3,No
CUST-71133,40,Male,17,Month-to-month,DSL,No,43.78,785.33,1,7.5,Yes
CUST-71134,68,Female,14,Month-to-month,No service,Yes,18.0,255.92,2,9.7,Yes
CUST-71135,54,Male,8,Month-to-month,DSL,Yes,38.91,299.71,1,7.9,Yes
CUST-71136,34,Female,6,Two year,DSL,Yes,54.87,314.73,1,6.4,No
CUST-71137,76,Female,12,Month-to-month,DSL,Yes,34.95,420.62,1,,Yes
CUST-71138,56,Male,5,One year,Fiber optic,Yes,76.16,394.32,3,5.8,Yes
CUST-71139,29,Male,10,Month-to-month,Fiber optic,Yes,68.47,695.11,0,8.5,No
CUST-71140,35,Female,11,Two year,Fiber optic,Yes,53.62,612.82,6,5.4,Yes
CUST-71141,56,Male,18,Month-to-month,DSL,Yes,33.44,610.1,1,10.0,Yes
CUST-71142,53,Female,3,Month-to-month,Fiber optic,Yes,61.86,185.48,2,9.3,No
CUST-71143,47,Male,6,Two year,DSL,Yes,34.91,205.17,3,6.4,No
CUST-71144,24,Male,26,Month-to-month,Fiber optic,Yes,65.39,1617.93,4,7.8,Yes
CUST-71145,40,Female,21,Month-to-month,No service,Yes,37.14,811.18,0,7.9,Yes
CUST-71146,53,Male,10,Month-to-month,No service,Yes,25.49,242.36,0,10.0,No
CUST-71147,68,Male,10,One year,Fiber optic,Yes,59.7,595.51,1,10.0,No
CUST-71148,43,Male,10,Two year,Fiber optic,No,62.45,634.39,0,,No
CUST-71149,38,Female,33,Month-to-month,No service,Yes,30.57,952.7,5,6.8,Yes
CUST-71150,38,Male,6,Month-to-month,Fiber optic,Yes,67.46,389.73,7,1.6,Yes
CUST-71151,48,Female,14,Month-to-month,No service,No,18.0,257.08,1,7.3,Yes
CUST-71152,18,Male,10,Month-to-month,DSL,Yes,47.72,458.03,1,10.0,Yes
CUST-71153,35,Male,34,One year,No service,Yes,18.0,576.99,0,8.9,No
CUST-71154,39,Male,34,One year,No service,Yes,18.0,622.79,2,6.2,No
CUST-71155,46,Female,17,Two year,Fiber optic,Yes,63.86,1132.3,3,3.9,No
CUST-71156,40,Male,32,One year,No service,Yes,30.55,926.93,1,8.7,No
CUST-71157,38,Female,33,Two year,Fiber optic,No,55.6,1842.72,2,9.6,No
CUST-71158,34,Male,16,Month-to-month,Fiber optic,Yes,66.97,1085.65,3,6.6,Yes
CUST-71159,42,Female,34,Two year,No service,Yes,23.51,777.11,2,6.2,No
CUST-71160,48,Male,14,Two year,Fiber optic,No,82.28,1129.71,2,9.0,No
CUST-71161,46,Female,23,One year,No service,Yes,19.04,425.7,0,10.0,No
CUST-71162,55,Male,28,One year,Fiber optic,Yes,68.72,1843.11,0,8.3,No
CUST-71163,35,Female,5,Month-to-month,DSL,Yes,27.0,140.33,0,9.0,Yes
CUST-71164,50,Female,19,One year,DSL,Yes,34.7,668.59,3,9.0,No
CUST-71165,20,Female,17,Month-to-month,DSL,No,45.33,751.02,1,8.7,No
CUST-71166,36,Male,3,Two year,Fiber optic,Yes,61.42,189.65,3,8.9,No
CUST-71167,61,Male,13,Two year,DSL,No,39.82,488.63,2,7.7,No
CUST-71168,29,Female,4,Month-to-month,Fiber optic,Yes,57.84,229.39,1,9.1,Yes
CUST-71169,51,Female,21,Month-to-month,No service,Yes,40.53,838.94,4,8.1,Yes
CUST-71170,32,Male,7,Month-to-month,Fiber optic,No,63.95,454.09,1,8.1,No
CUST-71171,43,Male,14,Two year,Fiber optic,No,70.58,936.51,4,7.2,Yes
CUST-71172,20,Female,4,Month-to-month,Fiber optic,No,77.37,316.05,4,7.3,Yes
CUST-71173,66,Male,36,Two year,Fiber optic,No,59.56,2106.97,0,8.2,No
CUST-71174,62,Female,16,One year,Fiber optic,Yes,79.91,1291.1,1,8.7,No
CUST-71175,31,Female,22,Month-to-month,Fiber optic,Yes,68.93,1461.06,3,7.7,Yes
CUST-71176,27,Male,10,Month-to-month,DSL,Yes,36.3,380.79,0,9.9,Yes
CUST-71177,19,Male,42,Month-to-month,Fiber optic,Yes,58.23,2496.86,3,6.3,Yes
CUST-71178,44,Male,5,One year,DSL,Yes,55.22,271.54,2,6.1,No
CUST-71179,44,Female,5,Two year,DSL,Yes,44.08,227.95,2,5.6,No
CUST-71180,49,Male,21,Month-to-month,Fiber optic,No,74.1,1468.91,7,3.9,No
CUST-71181,48,Female,23,One year,DSL,No,33.86,782.96,2,4.7,No
CUST-71182,28,Female,7,Month-to-month,DSL,No,64.17,451.2,0,8.7,Yes
CUST-71183,56,Female,11,One year,Fiber optic,Yes,73.9,792.89,1,7.8,No
CUST-71184,63,Male,47,Two year,DSL,No,33.85,1674.22,2,10.0,No
CUST-71185,37,Male,22,Month-to-month,DSL,Yes,56.31,1292.67,2,6.5,No
CUST-71186,33,Male,16,Two year,Fiber optic,Yes,58.68,908.49,3,10.0,Yes
CUST-71187,38,Female,13,Two year,DSL,No,38.98,530.65,1,9.0,No
CUST-71188,36,Female,12,Month-to-month,DSL,Yes,29.55,345.2,1,9.3,No
CUST-71189,54,Male,8,Month-to-month,DSL,Yes,41.56,325.09,3,7.6,No
CUST-71190,54,Male,39,Month-to-month,Fiber optic,Yes,44.12,1751.2,2,7.0,Yes
CUST-71191,50,Female,24,One year,No service,No,22.93,529.72,2,6.7,No
CUST-71192,37,Female,40,Month-to-month,DSL,Yes,53.64,2257.78,1,10.0,No
CUST-71193,42,Female,7,Month-to-month,No service,Yes,26.62,178.03,1,7.8,Yes
CUST-71194,56,Male,2,Month-to-month,DSL,No,38.15,74.85,1,4.5,No
CUST-71195,50,Female,25,Month-to-month,DSL,No,61.81,1565.92,0,6.0,Yes
CUST-71196,44,Male,16,One year,DSL,Yes,39.05,631.42,2,6.9,Yes
CUST-71197,46,Male,17,Month-to-month,Fiber optic,No,69.46,1166.96,2,8.8,Yes
CUST-71198,57,Female,15,Two year,Fiber optic,Yes,67.47,1002.82,3,8.0,No
CUST-71199,36,Male,19,Month-to-month,DSL,No,42.42,801.53,5,7.4,No
CUST-71200,27,Male,2,Two year,Fiber optic,No,68.28,130.73,2,8.0,No
CUST-71201,37,Male,8,Month-to-month,Fiber optic,Yes,73.26,573.98,3,6.8,Yes
CUST-71202,68,Male,12,Month-to-month,DSL,No,40.83,495.89,1,6.6,Yes
CUST-71203,30,Male,14,Month-to-month,Fiber optic,Yes,58.37,850.27,2,8.5,No
CUST-71204,59,Male,6,One year,DSL,Yes,32.72,206.92,2,8.5,Yes
CUST-71205,26,Female,22,Month-to-month,DSL,No,43.37,948.86,0,9.6,No
CUST-71206,42,Male,26,Month-to-month,Fiber optic,No,62.29,1541.18,3,6.6,Yes
CUST-71207,51,Female,11,One year,Fiber optic,Yes,66.18,743.29,1,9.7,Yes
CUST-71208,36,Female,12,Month-to-month,DSL,Yes,50.65,620.67,0,7.6,Yes
CUST-71209,33,Male,27,Month-to-month,DSL,No,31.18,825.61,3,3.9,Yes
CUST-71210,47,Male,6,One year,No service,No,27.6,157.82,0,8.7,Yes
CUST-71211,27,Female,26,Month-to-month,Fiber optic,Yes,73.02,1980.96,4,6.9,Yes
CUST-71212,57,Male,11,Month-to-month,No service,No,22.32,244.74,2,9.3,Yes
CUST-71213,33,Female,13,Two year,DSL,No,31.42,399.22,1,9.2,No
CUST-71214,48,Female,21,One year,DSL,No,44.47,900.37,0,10.0,No
CUST-71215,33,Male,11,Month-to-month,DSL,No,34.01,380.1,2,9.4,No
CUST-71216,40,Male,4,One year,Fiber optic,No,62.53,,3,9.1,Yes
CUST-71217,39,Female,17,Month-to-month,DSL,No,42.56,695.26,2,7.5,No
CUST-71218,55,Male,10,One year,DSL,Yes,36.17,368.7,1,8.2,Yes
CUST-71219,50,Male,16,Two year,Fiber optic,No,59.94,979.17,0,10.0,No
CUST-71220,25,Male,13,One year,No service,No,18.0,226.77,1,4.7,No
CUST-71221,21,Male,21,Month-to-month,Fiber optic,Yes,70.57,1473.4,2,7.5,Yes
CUST-71222,25,Male,5,Month-to-month,DSL,Yes,44.87,218.0,2,5.6,Yes
CUST-71223,30,Female,23,Month-to-month,DSL,No,40.84,930.45,2,7.9,Yes
CUST-71224,56,Female,40,Month-to-month,DSL,Yes,45.63,1799.5,0,10.0,Yes
CUST-71225,44,Male,3,Month-to-month,DSL,No,39.35,118.8,1,9.2,Yes
CUST-71226,57,Male,22,One year,DSL,Yes,44.49,993.15,1,7.8,No
CUST-71227,30,Male,28,Month-to-month,Fiber optic,Yes,67.33,1798.21,2,6.3,Yes
CUST-71228,37,Female,7,One year,Fiber optic,Yes,60.39,400.52,3,,No
CUST-71229,35,Female,14,One year,DSL,No,41.39,578.01,2,8.5,Yes
CUST-71230,20,Male,9,Two year,DSL,Yes,54.62,502.34,0,9.6,No
CUST-71231,58,Female,24,Two year,Fiber optic,No,77.98,1832.03,4,4.9,No
CUST-71232,26,Male,38,One year,DSL,Yes,43.92,1707.52,1,6.5,No
CUST-71233,24,Female,12,One year,Fiber optic,No,70.22,875.92,3,7.0,No
CUST-71234,45,Female,36,Month-to-month,DSL,Yes,32.04,1153.22,0,8.9,Yes
CUST-71235,56,Female,10,Month-to-month,DSL,Yes,28.74,274.88,2,6.6,Yes
CUST-71236,52,Male,8,One year,Fiber optic,No,46.23,364.27,4,8.2,No
CUST-71237,48,Female,50,Month-to-month,DSL,No,45.83,2313.75,0,9.5,Yes
CUST-71238,62,Female,44,Two year,Fiber optic,Yes,76.38,3553.77,3,7.3,No
CUST-71239,33,Male,7,Two year,Fiber optic,Yes,67.33,474.3,6,6.2,No
CUST-71240,18,Female,16,Month-to-month,No service,No,23.13,383.28,2,9.1,Yes
CUST-71241,49,Male,12,Month-to-month,DSL,Yes,44.78,550.69,1,8.6,No
CUST-71242,36,Female,35,One year,Fiber optic,Yes,64.8,2197.43,2,9.7,No
CUST-71243,50,Female,10,Two year,DSL,No,34.94,362.4,2,7.9,No
CUST-71244,68,Female,9,Month-to-month,Fiber optic,No,67.25,616.75,0,9.4,Yes
CUST-71245,56,Female,45,One year,Fiber optic,Yes,71.22,3100.14,3,5.5,No
